repeats,set,accuracy,precision,recall,f1,roc_auc,pr_auc
32,test,0.8421052631578947,0.8076923076923077,0.84,0.8235294117647058,0.93125,0.9057894188635783
33,validation,0.7692307692307693,0.6875,0.9166666666666666,0.7857142857142857,0.8035714285714286,0.7273456258653628
33,test,0.8070175438596491,0.7586206896551724,0.8461538461538461,0.8,0.8138957816377173,0.7607823707866503
34,validation,0.38461538461538464,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.5535714285714286,0.6789105096617886
34,test,0.45614035087719296,0.44680851063829785,0.8076923076923077,0.5753424657534246,0.4702233250620348,0.571162157362381
35,validation,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8273809523809523,0.8018165861915862
35,test,0.6896551724137931,0.6333333333333333,0.7307692307692307,0.6785714285714285,0.7139423076923077,0.6346371530943746
36,validation,0.8846153846153846,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9404761904761906,0.9083585396085397
36,test,0.6896551724137931,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.7716346153846154,0.7497215106432409
37,validation,0.6923076923076923,0.7,0.5833333333333334,0.6363636363636365,0.7738095238095238,0.7425411938279587
37,test,0.7192982456140351,0.7368421052631579,0.56,0.6363636363636364,0.8325,0.8362825902455082
38,validation,0.7307692307692307,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.8452380952380952,0.8226124462482821
38,test,0.8070175438596491,0.8571428571428571,0.6923076923076923,0.7659574468085107,0.8995037220843671,0.8754905373167334
39,validation,0.6538461538461539,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.625,0.6846682624943495
39,test,0.6491228070175439,0.65,0.5,0.5652173913043479,0.5955334987593053,0.6113610174095435
40,validation,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8511904761904762,0.8348405781310192
40,test,0.7586206896551724,0.7,0.8076923076923077,0.75,0.7677283653846154,0.6949907842387505
41,validation,0.8461538461538461,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.9523809523809523,0.9561905822935235
41,test,0.603448275862069,0.5365853658536586,0.8461538461538461,0.6567164179104478,0.734375,0.7306963092965404
42,validation,0.7307692307692307,0.8571428571428571,0.5,0.631578947368421,0.7976190476190477,0.8060826806134469
42,test,0.8421052631578947,0.9,0.72,0.7999999999999999,0.91125,0.8953538420613782
43,validation,0.6923076923076923,0.75,0.5,0.6,0.7202380952380952,0.7137923090150006
43,test,0.7368421052631579,0.72,0.6923076923076923,0.7058823529411765,0.8002481389578164,0.7711536542076346
44,validation,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.8445874626581149
44,test,0.7017543859649122,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.8225806451612903,0.8061095279511572
45,validation,0.8076923076923077,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8080357142857144,0.6863126762942939
45,test,0.7068965517241379,0.6363636363636364,0.8076923076923077,0.7118644067796609,0.7019230769230769,0.6359635033622241
46,validation,0.7307692307692307,0.631578947368421,1.0,0.7741935483870968,0.8809523809523809,0.7280439467939468
46,test,0.5689655172413793,0.5111111111111111,0.8846153846153846,0.6478873239436619,0.7151442307692308,0.706108361683519
47,validation,0.7307692307692307,0.6923076923076923,0.75,0.7199999999999999,0.8630952380952381,0.8553844060423008
47,test,0.7894736842105263,0.8421052631578947,0.64,0.7272727272727272,0.88625,0.8550964701027763
48,validation,0.7307692307692307,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.9226190476190476,0.9137353523382936
48,test,0.8245614035087719,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.8933002481389578,0.8712992933213966
49,validation,0.7307692307692307,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.8392857142857143,0.7400333219412166
49,test,0.7017543859649122,0.6551724137931034,0.7307692307692307,0.6909090909090909,0.8188585607940446,0.8134106890931437
